order_no,mem_no,order_date,channel_code,shop_code,product_code,sales_amt
799,1000644,2020-03-24,1,22,370,14000
800,1000686,2020-03-24,1,22,561,5000
801,1000687,2020-03-24,1,3,357,19000
802,1000771,2020-03-24,1,8,370,14000
803,1000772,2020-03-24,1,7,623,75000
804,1000008,2020-03-25,2,37,158,4000
805,1000033,2020-03-25,1,31,158,4000
806,1000034,2020-03-25,1,12,200,3000
807,1000159,2020-03-25,1,15,91,18000
808,1000200,2020-03-25,1,17,390,33000
809,1000270,2020-03-25,1,3,361,28000
810,1000311,2020-03-25,1,25,533,13000
811,1000381,2020-03-25,1,6,281,7500
812,1000422,2020-03-25,1,1,129,18000
813,1000492,2020-03-25,1,12,191,38000
814,1000687,2020-03-25,1,23,144,48000
815,1000772,2020-03-25,1,2,158,4000
820,1000034,2020-03-26,1,34,364,34000
821,1000075,2020-03-26,1,31,170,8000
822,1000728,2020-03-26,1,26,370,14000
823,1000813,2020-03-26,1,35,177,13000
824,1000075,2020-03-27,1,9,370,14000
825,1000158,2020-03-27,1,27,463,64000
826,1000199,2020-03-27,1,31,357,19000
827,1000269,2020-03-27,1,26,177,13000
828,1000310,2020-03-27,1,14,62,41000
829,1000380,2020-03-27,1,9,370,14000
830,1000421,2020-03-27,1,13,170,8000
831,1000491,2020-03-27,1,2,170,8000
832,1000532,2020-03-27,1,17,629,155000
833,1000602,2020-03-27,1,2,565,7000
834,1000643,2020-03-27,1,4,518,5000
835,1000728,2020-03-27,1,35,629,155000
836,1000813,2020-03-27,1,1,62,41000
837,1000075,2020-03-28,1,3,420,71000
838,1000158,2020-03-28,4,39,370,14000
839,1000199,2020-03-28,1,35,623,75000
840,1000269,2020-03-28,1,19,200,3000
841,1000310,2020-03-28,1,35,603,2700
842,1000380,2020-03-28,1,25,370,14000
843,1000421,2020-03-28,1,4,637,385000
844,1000491,2020-03-28,1,24,505,43000
845,1000532,2020-03-28,1,10,560,5000
846,1000602,2020-03-28,1,14,518,5000
847,1000643,2020-03-28,1,14,112,5000
848,1000010,2020-03-29,2,6,158,4000
849,1000158,2020-03-29,1,12,491,14000
850,1000199,2020-03-29,1,20,139,33000
851,1000269,2020-03-29,1,19,377,19000
852,1000310,2020-03-29,1,24,541,24000
853,1000380,2020-03-29,1,8,20,34000
854,1000421,2020-03-29,1,34,176,12000
855,1000491,2020-03-29,1,13,132,24000
860,1000076,2020-03-31,1,30,558,4000
861,1000157,2020-03-31,1,12,158,4000
862,1000198,2020-03-31,1,29,518,5000
863,1000268,2020-03-31,1,25,152,3000
864,1000309,2020-03-31,1,12,523,7000
865,1000379,2020-03-31,1,11,603,2700
866,1000420,2020-03-31,1,33,629,155000
867,1000490,2020-03-31,2,38,457,31000
868,1000531,2020-03-31,1,33,561,5000
869,1000601,2020-03-31,1,33,422,58000
870,1000642,2020-03-31,1,1,158,4000
871,1000729,2020-03-31,1,27,349,14000
872,1000814,2020-03-31,3,36,561,5000
873,1000012,2020-04-01,2,17,158,4000
874,1000076,2020-04-01,1,27,561,5000
875,1000157,2020-04-01,2,38,151,3000
876,1000198,2020-04-01,1,13,170,8000
877,1000268,2020-04-01,1,2,158,4000
878,1000309,2020-04-01,2,38,561,5000
879,1000379,2020-04-01,2,26,505,43000
880,1000420,2020-04-01,1,1,392,40000
881,1000490,2020-04-01,1,26,565,7000
882,1000531,2020-04-01,1,22,370,14000
883,1000601,2020-04-01,1,13,614,289000
884,1000642,2020-04-01,1,20,561,5000
885,1000729,2020-04-01,1,4,361,28000
886,1000814,2020-04-01,1,18,370,14000
891,1000076,2020-04-02,1,7,313,2500
892,1000157,2020-04-02,1,16,550,42000
893,1000198,2020-04-02,1,7,611,148000
894,1000268,2020-04-02,1,2,307,1000
895,1000309,2020-04-02,1,12,510,3000
896,1000379,2020-04-02,1,5,152,3000
897,1000420,2020-04-02,1,33,499,24000
898,1000490,2020-04-02,1,24,479,6000
899,1000156,2020-04-04,1,27,600,1400
900,1000197,2020-04-04,1,30,177,13000
901,1000267,2020-04-04,1,24,455,21000
902,1000308,2020-04-04,1,11,370,14000
903,1000378,2020-04-04,1,15,644,98000
904,1000419,2020-04-04,1,32,614,289000
905,1000489,2020-04-04,4,39,614,289000
906,1000530,2020-04-04,1,28,565,7000
907,1000600,2020-04-04,4,39,370,14000
908,1000641,2020-04-04,1,24,637,385000
909,1000077,2020-04-05,1,31,561,5000
910,1000156,2020-04-05,1,16,370,14000
911,1000197,2020-04-05,1,34,170,8000
912,1000267,2020-04-05,1,1,158,4000
913,1000308,2020-04-05,1,10,561,5000
914,1000378,2020-04-05,1,27,603,2700
915,1000419,2020-04-05,1,7,637,385000
916,1000489,2020-04-05,1,25,614,289000
917,1000530,2020-04-05,1,23,614,289000
918,1000600,2020-04-05,1,7,644,98000
919,1000641,2020-04-05,1,25,614,289000
920,1000730,2020-04-05,1,17,349,14000
921,1000815,2020-04-05,2,38,637,385000
922,1000077,2020-04-06,1,10,561,5000
923,1000156,2020-04-06,1,14,353,14000
924,1000197,2020-04-06,1,16,249,1000
925,1000267,2020-04-06,1,1,341,47200
926,1000308,2020-04-06,1,22,585,24000
927,1000378,2020-04-06,1,6,153,4000
928,1000419,2020-04-06,1,32,177,13000
929,1000489,2020-04-06,1,8,354,16000
930,1000730,2020-04-06,1,5,527,8000
931,1000815,2020-04-06,1,1,518,5000
932,1000077,2020-04-07,1,8,576,14000
933,1000035,2020-04-08,1,21,152,3000
934,1000155,2020-04-08,1,13,463,64000
935,1000196,2020-04-08,1,28,370,14000
936,1000266,2020-04-08,2,23,603,2700
937,1000307,2020-04-08,1,10,352,12000
938,1000377,2020-04-08,1,8,565,7000
939,1000418,2020-04-08,1,11,565,7000
940,1000488,2020-04-08,3,36,614,289000
941,1000529,2020-04-08,1,29,637,385000
942,1000599,2020-04-08,2,38,558,4000
943,1000640,2020-04-08,1,21,561,5000
944,1000688,2020-04-08,1,5,580,15000
945,1000773,2020-04-08,1,33,152,3000
946,1000035,2020-04-09,1,13,136,27000
947,1000036,2020-04-09,1,22,518,5000
948,1000155,2020-04-09,1,15,151,3000
949,1000196,2020-04-09,1,12,561,5000
950,1000266,2020-04-09,1,18,370,14000
951,1000307,2020-04-09,1,35,527,8000
952,1000377,2020-04-09,1,23,565,7000
953,1000418,2020-04-09,1,31,170,8000
954,1000488,2020-04-09,1,2,370,14000
955,1000529,2020-04-09,1,21,565,7000
956,1000599,2020-04-09,1,11,580,15000
957,1000640,2020-04-09,1,26,637,385000
958,1000688,2020-04-09,2,38,158,4000
959,1000689,2020-04-09,1,6,370,14000
960,1000773,2020-04-09,1,5,170,8000
961,1000774,2020-04-09,1,34,172,10000
962,1000035,2020-04-10,1,33,46,40000
963,1000036,2020-04-10,1,18,370,14000
964,1000037,2020-04-10,1,23,455,21000
965,1000057,2020-04-10,1,16,112,5000
966,1000078,2020-04-10,1,26,144,48000
967,1000155,2020-04-10,1,10,529,10000
968,1000196,2020-04-10,1,15,55,14000
969,1000266,2020-04-10,1,18,316,3600
970,1000307,2020-04-10,1,21,466,92000
971,1000377,2020-04-10,1,4,181,16000
972,1000418,2020-04-10,1,22,79,3000
973,1000488,2020-04-10,1,19,386,25000
974,1000689,2020-04-10,1,10,144,48000
975,1000690,2020-04-10,1,13,518,5000
976,1000710,2020-04-10,1,6,158,4000
977,1000731,2020-04-10,1,18,623,75000
978,1000774,2020-04-10,1,11,561,5000
979,1000775,2020-04-10,1,8,561,5000
980,1000795,2020-04-10,1,18,370,14000
981,1000816,2020-04-10,4,40,112,5000
982,1000036,2020-04-11,1,6,368,45000
983,1000037,2020-04-11,1,16,200,3000
984,1000038,2020-04-11,2,37,352,12000
985,1000057,2020-04-11,1,2,565,7000
986,1000078,2020-04-11,2,12,158,4000
987,1000690,2020-04-11,2,37,637,385000
988,1000691,2020-04-11,1,14,558,4000
989,1000710,2020-04-11,1,21,523,7000
990,1000731,2020-04-11,1,3,62,41000
991,1000775,2020-04-11,1,3,357,19000
992,1000776,2020-04-11,1,35,561,5000
993,1000795,2020-04-11,1,23,349,14000
994,1000816,2020-04-11,1,2,629,155000
995,1000037,2020-04-12,1,35,467,110000
996,1000038,2020-04-12,1,22,527,8000
997,1000039,2020-04-12,1,24,639,462000
998,1000057,2020-04-12,1,17,196,51000
999,1000078,2020-04-12,1,30,358,21000
1000,1000154,2020-04-12,1,29,306,52700
1001,1000195,2020-04-12,1,27,534,15000
1002,1000265,2020-04-12,1,21,561,5000
1003,1000306,2020-04-12,2,9,487,9000
1004,1000376,2020-04-12,1,8,370,14000
1005,1000417,2020-04-12,1,12,455,21000
1006,1000487,2020-04-12,1,35,158,4000
1007,1000528,2020-04-12,1,30,623,75000
1008,1000598,2020-04-12,1,29,560,5000
1009,1000639,2020-04-12,1,17,561,5000
1010,1000691,2020-04-12,1,5,565,7000
1011,1000692,2020-04-12,1,12,494,17000
1012,1000776,2020-04-12,1,4,623,75000
1013,1000777,2020-04-12,1,10,170,8000
1014,1000038,2020-04-13,2,38,311,2100
1015,1000039,2020-04-13,1,26,639,462000
1016,1000040,2020-04-13,1,1,455,21000
1017,1000154,2020-04-13,2,37,565,7000
1018,1000195,2020-04-13,1,33,561,5000
1019,1000265,2020-04-13,2,37,370,14000
1020,1000306,2020-04-13,3,36,644,98000
1021,1000376,2020-04-13,1,14,158,4000
1022,1000417,2020-04-13,1,4,370,14000
1023,1000487,2020-04-13,1,22,494,17000
1024,1000528,2020-04-13,1,17,370,14000
1025,1000598,2020-04-13,1,10,370,14000
1026,1000639,2020-04-13,1,21,357,19000
1027,1000692,2020-04-13,1,4,306,52700
1028,1000693,2020-04-13,1,11,623,75000
1029,1000777,2020-04-13,1,6,172,10000
1030,1000778,2020-04-13,1,9,523,7000
1031,1000039,2020-04-14,1,4,111,5000
1032,1000040,2020-04-14,1,18,505,43000
1033,1000154,2020-04-14,1,11,286,15500
1034,1000195,2020-04-14,1,13,332,18500
1035,1000265,2020-04-14,1,1,489,11000
1036,1000306,2020-04-14,1,11,317,4300
1037,1000376,2020-04-14,1,3,520,6000
1038,1000417,2020-04-14,1,30,205,5000
1039,1000487,2020-04-14,1,4,483,7000
1040,1000693,2020-04-14,1,3,629,155000
1041,1000778,2020-04-14,1,8,112,5000
1042,1000040,2020-04-15,1,1,34,20000
1043,1000046,2020-04-15,1,1,34,20000
1044,1000079,2020-04-15,1,32,370,14000
1045,1000732,2020-04-15,1,28,370,14000
1046,1000817,2020-04-15,1,2,518,5000
1047,1000079,2020-04-16,2,11,136,27000
1048,1000153,2020-04-16,1,1,503,36000
1049,1000194,2020-04-16,1,26,457,31000
1050,1000264,2020-04-16,2,22,561,5000
1051,1000305,2020-04-16,1,5,600,1400
1052,1000375,2020-04-16,1,7,370,14000
1053,1000416,2020-04-16,1,10,112,5000
1054,1000486,2020-04-16,1,33,565,7000
1055,1000527,2020-04-16,1,32,370,14000
1056,1000597,2020-04-16,3,36,62,41000
1057,1000638,2020-04-16,1,19,523,7000
1058,1000732,2020-04-16,1,2,457,31000
1059,1000817,2020-04-16,1,19,561,5000
1060,1000079,2020-04-17,1,14,53,12000
1061,1000153,2020-04-17,1,14,565,7000
1062,1000194,2020-04-17,1,32,637,385000
1063,1000264,2020-04-17,3,36,455,21000
1064,1000305,2020-04-17,1,34,644,98000
1065,1000375,2020-04-17,1,24,565,7000
1066,1000416,2020-04-17,1,31,62,41000
1067,1000486,2020-04-17,1,23,352,12000
1068,1000527,2020-04-17,1,18,614,289000
1069,1000597,2020-04-17,1,9,349,14000
1070,1000638,2020-04-17,1,19,644,98000
1071,1000153,2020-04-18,1,27,73,83000
1072,1000194,2020-04-18,1,14,53,12000
1073,1000264,2020-04-18,1,17,592,36000
1074,1000305,2020-04-18,1,10,343,57100
1075,1000375,2020-04-18,1,5,11,17000
1076,1000416,2020-04-18,1,29,608,7500
1077,1000486,2020-04-18,1,11,297,55500
1078,1000080,2020-04-20,2,37,370,14000
1079,1000152,2020-04-20,1,10,158,4000
1080,1000193,2020-04-20,1,18,595,43000
1081,1000263,2020-04-20,1,20,561,5000
1082,1000304,2020-04-20,1,8,361,28000
1083,1000374,2020-04-20,1,6,457,31000
1084,1000415,2020-04-20,1,31,91,18000
1085,1000485,2020-04-20,1,32,457,31000
1086,1000526,2020-04-20,1,31,158,4000
1087,1000596,2020-04-20,1,35,370,14000
1088,1000637,2020-04-20,1,4,170,8000
1089,1000733,2020-04-20,1,29,565,7000
1090,1000818,2020-04-20,4,39,353,14000
1091,1000080,2020-04-21,1,4,158,4000
1092,1000152,2020-04-21,3,36,136,27000
1093,1000193,2020-04-21,1,11,637,385000
1094,1000263,2020-04-21,1,15,370,14000
1095,1000304,2020-04-21,1,33,527,8000
1096,1000374,2020-04-21,1,23,370,14000
1097,1000415,2020-04-21,1,31,514,4000
1098,1000485,2020-04-21,1,21,370,14000
1099,1000526,2020-04-21,1,12,558,4000
1100,1000596,2020-04-21,1,8,523,7000
1101,1000637,2020-04-21,1,18,370,14000
1102,1000733,2020-04-21,1,19,527,8000
1103,1000818,2020-04-21,1,3,643,70000
1104,1000080,2020-04-22,1,10,362,31000
1105,1000152,2020-04-22,1,8,22,41000
1106,1000193,2020-04-22,1,10,77,2000
1107,1000263,2020-04-22,2,38,586,27000
1108,1000304,2020-04-22,1,9,271,56700
1109,1000374,2020-04-22,1,1,287,18600
1110,1000415,2020-04-22,1,21,643,70000
1111,1000485,2020-04-22,1,5,565,7000
1112,1000151,2020-04-24,1,18,614,289000
1113,1000192,2020-04-24,1,31,595,43000
1114,1000262,2020-04-24,1,18,151,3000
1115,1000303,2020-04-24,1,17,170,8000
1116,1000373,2020-04-24,1,7,349,14000
1117,1000414,2020-04-24,1,9,361,28000
1118,1000484,2020-04-24,1,30,629,155000
1119,1000525,2020-04-24,1,10,370,14000
1120,1000595,2020-04-24,1,34,370,14000
1121,1000636,2020-04-24,1,13,639,462000
1122,1000081,2020-04-25,1,33,370,14000
1123,1000151,2020-04-25,1,13,136,27000
1124,1000192,2020-04-25,1,10,494,17000
1125,1000262,2020-04-25,1,17,455,21000
1126,1000303,2020-04-25,1,1,144,48000
1127,1000373,2020-04-25,1,22,457,31000
1128,1000414,2020-04-25,1,24,145,2000
1129,1000484,2020-04-25,1,19,614,289000
1130,1000525,2020-04-25,1,10,361,28000
1131,1000595,2020-04-25,2,37,644,98000
1132,1000636,2020-04-25,1,18,422,58000
1133,1000734,2020-04-25,1,30,144,48000
1134,1000819,2020-04-25,1,1,152,3000
1135,1000081,2020-04-26,2,28,136,27000
1136,1000151,2020-04-26,1,9,268,40500
1137,1000192,2020-04-26,1,7,122,11000
1138,1000262,2020-04-26,2,37,192,42000
1139,1000303,2020-04-26,1,20,491,14000
1140,1000373,2020-04-26,1,4,6,17000
1141,1000414,2020-04-26,1,20,369,50000
1142,1000484,2020-04-26,1,10,615,405000
1143,1000734,2020-04-26,2,37,561,5000
1144,1000819,2020-04-26,1,20,518,5000
1145,1000081,2020-04-27,1,15,114,6000
1146,1000041,2020-04-28,1,2,623,75000
1147,1000150,2020-04-28,1,24,643,70000
1148,1000191,2020-04-28,1,25,505,43000
1149,1000261,2020-04-28,1,19,370,14000
1150,1000302,2020-04-28,2,37,370,14000
1151,1000372,2020-04-28,1,5,561,5000
1152,1000413,2020-04-28,1,8,505,43000
1153,1000483,2020-04-28,1,27,565,7000
1154,1000524,2020-04-28,1,25,177,13000
1155,1000594,2020-04-28,1,33,361,28000
1156,1000635,2020-04-28,1,14,457,31000
1157,1000694,2020-04-28,1,9,361,28000
1158,1000779,2020-04-28,1,4,370,14000
1159,1000041,2020-04-29,1,32,523,7000
1160,1000042,2020-04-29,2,3,523,7000
1161,1000150,2020-04-29,1,34,62,41000
1162,1000191,2020-04-29,1,31,494,17000
1163,1000261,2020-04-29,1,16,561,5000
1164,1000302,2020-04-29,1,10,514,4000
1165,1000372,2020-04-29,1,34,349,14000
1166,1000413,2020-04-29,2,38,62,41000
1167,1000483,2020-04-29,1,20,158,4000
1168,1000524,2020-04-29,1,15,518,5000
1169,1000594,2020-04-29,1,5,144,48000
1170,1000635,2020-04-29,1,13,370,14000
1171,1000694,2020-04-29,1,8,565,7000
1172,1000695,2020-04-29,1,8,89,12000
1173,1000779,2020-04-29,1,10,370,14000
1174,1000780,2020-04-29,1,11,614,289000
1175,1000041,2020-04-30,1,27,305,37600
1176,1000042,2020-04-30,1,30,561,5000
1177,1000043,2020-04-30,1,4,580,15000
1178,1000082,2020-04-30,1,34,565,7000
1179,1000150,2020-04-30,1,10,539,20000
1180,1000191,2020-04-30,1,8,110,4000
1181,1000261,2020-04-30,1,10,82,6000
1182,1000302,2020-04-30,1,8,93,26000
1183,1000372,2020-04-30,1,2,433,3000
1184,1000413,2020-04-30,1,27,636,321000
1185,1000483,2020-04-30,1,2,123,13000
1186,1000695,2020-04-30,1,1,518,5000
1187,1000696,2020-04-30,1,18,629,155000
1188,1000735,2020-04-30,1,31,518,5000
1189,1000780,2020-04-30,1,11,518,5000
1190,1000781,2020-04-30,1,3,558,4000
1191,1000820,2020-04-30,1,4,494,17000
1192,1000042,2020-05-01,1,10,12,19000
1193,1000043,2020-05-01,1,14,505,43000
1194,1000044,2020-05-01,1,7,623,75000
1195,1000082,2020-05-01,2,29,158,4000
1196,1000696,2020-05-01,1,6,89,12000
1197,1000697,2020-05-01,1,17,518,5000
1198,1000735,2020-05-01,1,1,370,14000
1199,1000781,2020-05-01,1,9,505,43000
1200,1000782,2020-05-01,1,1,370,14000
1201,1000820,2020-05-01,1,4,614,289000
1202,1000043,2020-05-02,1,2,72,69000
1203,1000044,2020-05-02,1,20,643,70000
1204,1000045,2020-05-02,1,6,455,21000
1205,1000082,2020-05-02,1,16,94,31000
1206,1000149,2020-05-02,1,33,158,4000
1207,1000190,2020-05-02,1,15,306,52700
1208,1000260,2020-05-02,1,17,565,7000
1209,1000301,2020-05-02,1,3,561,5000
1210,1000371,2020-05-02,1,4,533,13000
1211,1000412,2020-05-02,1,30,614,289000
1212,1000482,2020-05-02,1,31,643,70000
1213,1000523,2020-05-02,1,24,152,3000
1214,1000593,2020-05-02,1,32,629,155000
1215,1000634,2020-05-02,1,16,158,4000
1216,1000697,2020-05-02,1,7,644,98000
1217,1000698,2020-05-02,1,16,629,155000
1218,1000782,2020-05-02,2,8,170,8000
1219,1000783,2020-05-02,1,20,523,7000
1220,1000044,2020-05-03,1,1,482,6000
1221,1000045,2020-05-03,1,21,370,14000
1222,1000046,2020-05-03,1,8,640,555000
1223,1000149,2020-05-03,1,35,177,13000
1224,1000190,2020-05-03,1,29,306,52700
1225,1000260,2020-05-03,1,35,561,5000
1226,1000301,2020-05-03,1,31,349,14000
1227,1000371,2020-05-03,1,21,457,31000
1228,1000412,2020-05-03,4,39,62,41000
1229,1000482,2020-05-03,1,17,580,15000
1230,1000523,2020-05-03,1,16,561,5000
1231,1000593,2020-05-03,1,6,505,43000
1232,1000634,2020-05-03,1,12,629,155000
1233,1000698,2020-05-03,1,10,644,98000
1234,1000699,2020-05-03,1,8,370,14000
1235,1000783,2020-05-03,1,13,561,5000
1236,1000784,2020-05-03,1,2,422,58000
1237,1000045,2020-05-04,1,6,308,1200
1238,1000046,2020-05-04,1,19,457,31000
1239,1000149,2020-05-04,1,7,571,10000
1240,1000190,2020-05-04,1,11,554,3000
1241,1000260,2020-05-04,1,15,375,17000
1242,1000301,2020-05-04,1,7,192,42000
1243,1000371,2020-05-04,2,38,570,9000
1244,1000412,2020-05-04,1,19,243,48000
1245,1000482,2020-05-04,1,1,450,18000
1246,1000699,2020-05-04,1,9,518,5000
1247,1000784,2020-05-04,1,14,370,14000
1248,1000046,2020-05-05,1,5,302,13700
1249,1000048,2020-05-05,1,5,302,13700
1250,1000083,2020-05-05,1,15,614,289000
1251,1000736,2020-05-05,1,33,644,98000
1252,1000821,2020-05-05,1,3,370,14000
1253,1000083,2020-05-06,1,13,75,100000
1254,1000148,2020-05-06,1,21,370,14000
1255,1000189,2020-05-06,1,9,595,43000
1256,1000259,2020-05-06,4,39,62,41000
1257,1000300,2020-05-06,1,7,62,41000
1258,1000370,2020-05-06,1,2,349,14000
1259,1000411,2020-05-06,1,6,487,9000
1260,1000481,2020-05-06,1,29,527,8000
1261,1000522,2020-05-06,1,16,561,5000
1262,1000592,2020-05-06,1,28,370,14000
1263,1000633,2020-05-06,1,10,527,8000
1264,1000736,2020-05-06,1,9,370,14000
1265,1000821,2020-05-06,1,16,136,27000
1266,1000083,2020-05-07,1,11,245,52000
1267,1000148,2020-05-07,1,12,177,13000
1268,1000189,2020-05-07,1,30,455,21000
1269,1000259,2020-05-07,1,34,370,14000
1270,1000300,2020-05-07,1,34,370,14000
1271,1000370,2020-05-07,1,22,370,14000
1272,1000411,2020-05-07,2,38,91,18000
1273,1000481,2020-05-07,1,18,144,48000
1274,1000522,2020-05-07,1,11,144,48000
1275,1000592,2020-05-07,1,1,158,4000
1276,1000633,2020-05-07,1,15,565,7000
1277,1000148,2020-05-08,1,6,217,10000
1278,1000189,2020-05-08,1,6,400,12000
1279,1000259,2020-05-08,1,16,350,17000
1280,1000300,2020-05-08,1,6,204,4000
1281,1000370,2020-05-08,2,37,468,132000
1282,1000411,2020-05-08,1,28,7,21000
1283,1000481,2020-05-08,1,1,460,44000
1284,1000056,2020-05-10,1,15,457,31000
1285,1000084,2020-05-10,1,35,306,52700
1286,1000147,2020-05-10,1,25,580,15000
1287,1000188,2020-05-10,1,23,527,8000
1288,1000258,2020-05-10,1,14,62,41000
1289,1000299,2020-05-10,1,15,144,48000
1290,1000369,2020-05-10,1,3,637,385000
1291,1000410,2020-05-10,1,5,158,4000
1292,1000480,2020-05-10,1,23,565,7000
1293,1000521,2020-05-10,1,15,370,14000
1294,1000591,2020-05-10,1,26,370,14000
1295,1000632,2020-05-10,1,8,352,12000
1296,1000709,2020-05-10,1,2,172,10000
1297,1000737,2020-05-10,1,34,306,52700
1298,1000794,2020-05-10,1,9,518,5000
1299,1000822,2020-05-10,1,7,561,5000
1300,1000056,2020-05-11,1,4,357,19000
1301,1000084,2020-05-11,1,30,75,100000
1302,1000147,2020-05-11,1,11,62,41000
1303,1000188,2020-05-11,1,9,455,21000
1304,1000258,2020-05-11,1,14,637,385000
1305,1000299,2020-05-11,1,33,349,14000
1306,1000369,2020-05-11,1,13,455,21000
1307,1000410,2020-05-11,2,37,91,18000
1308,1000480,2020-05-11,1,16,370,14000
1309,1000521,2020-05-11,1,14,352,12000
1310,1000591,2020-05-11,1,2,370,14000
1311,1000632,2020-05-11,1,14,151,3000
1312,1000709,2020-05-11,1,19,370,14000
1313,1000737,2020-05-11,1,6,518,5000
1314,1000794,2020-05-11,1,13,623,75000
1315,1000822,2020-05-11,1,5,306,52700
1316,1000056,2020-05-12,1,8,49,48000
1317,1000084,2020-05-12,1,14,485,8000
1318,1000147,2020-05-12,1,1,116,8000
1319,1000188,2020-05-12,1,9,548,38000
1320,1000258,2020-05-12,1,14,67,71000
1321,1000299,2020-05-12,1,19,339,39000
1322,1000369,2020-05-12,1,4,222,15000
1323,1000410,2020-05-12,1,26,336,29300
1324,1000480,2020-05-12,1,9,7,21000
1325,1000146,2020-05-14,1,34,503,36000
1326,1000187,2020-05-14,1,19,527,8000
1327,1000257,2020-05-14,1,15,177,13000
1328,1000298,2020-05-14,1,6,494,17000
1329,1000368,2020-05-14,1,1,370,14000
1330,1000409,2020-05-14,1,29,370,14000
1331,1000479,2020-05-14,1,24,144,48000
1332,1000520,2020-05-14,1,22,614,289000
1333,1000590,2020-05-14,1,30,145,2000
1334,1000631,2020-05-14,1,12,639,462000
1335,1000085,2020-05-15,2,38,62,41000
1336,1000146,2020-05-15,1,33,455,21000
1337,1000187,2020-05-15,1,8,306,52700
1338,1000257,2020-05-15,2,38,306,52700
1339,1000298,2020-05-15,1,32,170,8000
1340,1000368,2020-05-15,1,20,561,5000
1341,1000409,2020-05-15,1,4,89,12000
1342,1000479,2020-05-15,1,1,611,148000
1343,1000520,2020-05-15,1,13,158,4000
1344,1000590,2020-05-15,1,10,144,48000
1345,1000631,2020-05-15,1,11,643,70000
1346,1000738,2020-05-15,1,35,565,7000
1347,1000823,2020-05-15,1,6,629,155000
1348,1000085,2020-05-16,1,8,457,31000
1349,1000146,2020-05-16,1,8,319,5200
1350,1000187,2020-05-16,1,1,631,223000
1351,1000257,2020-05-16,1,35,97,44000
1352,1000298,2020-05-16,1,18,273,3600
1353,1000368,2020-05-16,1,3,185,22000
1354,1000409,2020-05-16,1,25,458,37000
1355,1000479,2020-05-16,1,8,545,29000
1356,1000738,2020-05-16,1,11,62,41000
1357,1000823,2020-05-16,1,6,62,41000
1358,1000085,2020-05-17,1,15,131,22000
1359,1000047,2020-05-18,1,2,370,14000
1360,1000145,2020-05-18,1,15,370,14000
1361,1000186,2020-05-18,1,23,200,3000
1362,1000256,2020-05-18,1,4,527,8000
1363,1000297,2020-05-18,1,4,623,75000
1364,1000367,2020-05-18,1,24,561,5000
1365,1000408,2020-05-18,1,28,558,4000
1366,1000478,2020-05-18,1,25,623,75000
1367,1000519,2020-05-18,1,14,565,7000
1368,1000589,2020-05-18,1,25,158,4000
1369,1000630,2020-05-18,1,3,527,8000
1370,1000700,2020-05-18,1,22,352,12000
1371,1000785,2020-05-18,1,13,361,28000
1372,1000047,2020-05-19,1,15,457,31000
1373,1000047,2020-05-19,1,9,565,7000
1374,1000048,2020-05-19,1,9,565,7000
1375,1000145,2020-05-19,1,10,455,21000
1376,1000186,2020-05-19,1,28,136,27000
1377,1000256,2020-05-19,1,33,637,385000
1378,1000297,2020-05-19,1,30,170,8000
1379,1000367,2020-05-19,1,21,561,5000
1380,1000408,2020-05-19,1,14,513,4000
1381,1000478,2020-05-19,1,14,349,14000
1382,1000519,2020-05-19,1,12,75,100000
1383,1000589,2020-05-19,1,27,565,7000
1384,1000630,2020-05-19,1,16,523,7000
1385,1000700,2020-05-19,1,8,370,14000
1386,1000701,2020-05-19,1,21,455,21000
1387,1000785,2020-05-19,1,12,523,7000
1388,1000786,2020-05-19,1,3,145,2000
1389,1000047,2020-05-20,2,37,183,20000
1390,1000048,2020-05-20,1,20,534,15000
1391,1000049,2020-05-20,1,10,455,21000
1392,1000086,2020-05-20,2,37,370,14000
1393,1000145,2020-05-20,1,3,434,3000
1394,1000186,2020-05-20,2,37,32,19000
1395,1000256,2020-05-20,1,33,186,24000
1396,1000297,2020-05-20,1,5,302,13700
1397,1000367,2020-05-20,1,34,440,7000
1398,1000408,2020-05-20,1,18,389,30000
1399,1000478,2020-05-20,1,4,444,10000
1400,1000701,2020-05-20,1,27,640,555000
1401,1000702,2020-05-20,1,10,136,27000
1402,1000786,2020-05-20,1,20,527,8000
1403,1000787,2020-05-20,1,4,170,8000
1404,1000048,2020-05-21,1,8,51,8000
1405,1000049,2020-05-21,1,17,370,14000
1406,1000050,2020-05-21,1,11,565,7000
1407,1000086,2020-05-21,1,5,75,100000
1408,1000702,2020-05-21,1,11,349,14000
1409,1000703,2020-05-21,1,1,637,385000
1410,1000787,2020-05-21,1,15,494,17000
1411,1000788,2020-05-21,1,5,370,14000
1412,1000049,2020-05-22,1,9,516,5000
1413,1000050,2020-05-22,1,16,534,15000
1414,1000051,2020-05-22,1,12,370,14000
1415,1000086,2020-05-22,1,12,187,26000
1416,1000144,2020-05-22,1,27,595,43000
1417,1000185,2020-05-22,1,24,136,27000
1418,1000255,2020-05-22,1,13,455,21000
1419,1000296,2020-05-22,1,3,158,4000
1420,1000366,2020-05-22,1,22,158,4000
1421,1000407,2020-05-22,1,27,565,7000
1422,1000477,2020-05-22,1,22,457,31000
1423,1000518,2020-05-22,1,23,370,14000
1424,1000588,2020-05-22,1,26,603,2700
1425,1000629,2020-05-22,1,4,614,289000
